486 
0.039458 0.266204 0.039458 0.266204 6.746466 0.239949 0.000310 0.282051 0.002975 0.016381 0.200000 0.429000 
0.044509 0.296426 0.005051 0.030223 5.983592 0.239949 0.000310 0.282051 0.002975 0.016381 0.200000 0.785000 
0.068223 0.436715 0.023714 0.140289 5.915979 0.505936 0.000310 0.282051 0.002975 0.016381 0.200000 0.429000 
0.071216 0.452642 0.002993 0.015927 5.321084 0.505936 0.000310 0.282051 0.002975 0.016381 0.200000 0.785000 
0.072901 0.461495 0.001685 0.008853 5.252990 0.239949 0.000310 0.282051 0.002975 0.016381 0.200000 1.000000 
0.073887 0.466161 0.000985 0.004666 4.735393 0.505936 0.000310 0.282051 0.002975 0.016381 0.200000 1.000000 
0.094874 0.548493 0.020987 0.082332 3.922970 1.000000 0.000310 0.282051 0.002975 0.016381 0.200000 0.429000 
0.097433 0.557841 0.002559 0.009347 3.652210 1.000000 0.000310 0.282051 0.002975 0.016381 0.200000 0.785000 
0.098246 0.560579 0.000813 0.002738 3.366426 1.000000 0.000310 0.282051 0.002975 0.016381 0.200000 1.000000 
0.108837 0.588353 0.010591 0.027775 2.622593 0.239949 0.000310 0.282051 0.002975 0.029641 0.200000 0.429000 
0.114692 0.602991 0.005855 0.014637 2.499818 0.505936 0.000310 0.282051 0.002975 0.029641 0.200000 0.429000 
0.115954 0.606144 0.001262 0.003153 2.498751 0.239949 0.000310 0.282051 0.002975 0.029641 0.200000 0.785000 
0.116650 0.607806 0.000696 0.001662 2.387050 0.505936 0.000310 0.282051 0.002975 0.029641 0.200000 0.785000 
0.117042 0.608729 0.000391 0.000924 2.361588 0.239949 0.000310 0.282051 0.002975 0.029641 0.200000 1.000000 
0.117257 0.609216 0.000215 0.000487 2.261568 0.505936 0.000310 0.282051 0.002975 0.029641 0.200000 1.000000 
0.121357 0.617806 0.004100 0.008590 2.095044 1.000000 0.000310 0.282051 0.002975 0.029641 0.200000 0.429000 
0.130333 0.636203 0.008976 0.018396 2.049480 0.239949 0.000650 0.282051 0.002975 0.016381 0.200000 0.429000 
0.130817 0.637178 0.000484 0.000975 2.015257 1.000000 0.000310 0.282051 0.002975 0.029641 0.200000 0.785000 
0.131876 0.639266 0.001059 0.002089 1.973062 0.239949 0.000650 0.282051 0.002975 0.016381 0.200000 0.785000 
0.132024 0.639552 0.000148 0.000286 1.925080 1.000000 0.000310 0.282051 0.002975 0.029641 0.200000 1.000000 
0.132348 0.640164 0.000324 0.000612 1.886541 0.239949 0.000650 0.282051 0.002975 0.016381 0.200000 1.000000 
0.150071 0.668660 0.017723 0.028496 1.607849 0.239949 0.000310 0.282051 0.007405 0.016381 0.200000 0.429000 
0.159693 0.683677 0.009621 0.015017 1.560851 0.505936 0.000310 0.282051 0.007405 0.016381 0.200000 0.429000 
0.161766 0.686912 0.002073 0.003235 1.560435 0.239949 0.000310 0.282051 0.007405 0.016381 0.200000 0.785000 
0.162890 0.688617 0.001125 0.001705 1.516130 0.505936 0.000310 0.282051 0.007405 0.016381 0.200000 0.785000 
0.163520 0.689565 0.000629 0.000948 1.505818 0.239949 0.000310 0.282051 0.007405 0.016381 0.200000 1.000000 
0.163861 0.690065 0.000341 0.000499 1.464519 0.505936 0.000310 0.282051 0.007405 0.016381 0.200000 1.000000 
0.170188 0.698878 0.006328 0.008813 1.392828 1.000000 0.000310 0.282051 0.007405 0.016381 0.200000 0.429000 
0.170926 0.699879 0.000737 0.001001 1.357107 1.000000 0.000310 0.282051 0.007405 0.016381 0.200000 0.785000 
0.171149 0.700172 0.000223 0.000293 1.315606 1.000000 0.000310 0.282051 0.007405 0.016381 0.200000 1.000000 
0.187048 0.718838 0.015900 0.018666 1.174007 0.239949 0.000310 0.538462 0.002975 0.016381 0.200000 0.429000 
0.188893 0.720957 0.001845 0.002119 1.148525 0.239949 0.000310 0.538462 0.002975 0.016381 0.200000 0.785000 
0.197477 0.730794 0.008584 0.009837 1.146011 0.505936 0.000310 0.538462 0.002975 0.016381 0.200000 0.429000 
0.206112 0.740489 0.008635 0.009695 1.122759 0.505936 0.000650 0.282051 0.002975 0.016381 0.200000 0.429000 
0.207107 0.741606 0.000996 0.001117 1.121718 0.505936 0.000310 0.538462 0.002975 0.016381 0.200000 0.785000 
0.207662 0.742226 0.000555 0.000621 1.118661 0.239949 0.000310 0.538462 0.002975 0.016381 0.200000 1.000000 
0.208663 0.743327 0.001001 0.001101 1.099431 0.505936 0.000650 0.282051 0.002975 0.016381 0.200000 0.785000 
0.208963 0.743654 0.000299 0.000327 1.093214 0.505936 0.000310 0.538462 0.002975 0.016381 0.200000 1.000000 
0.209263 0.743977 0.000301 0.000322 1.072035 0.505936 0.000650 0.282051 0.002975 0.016381 0.200000 1.000000 
0.214797 0.749750 0.005533 0.005773 1.043333 1.000000 0.000310 0.538462 0.002975 0.016381 0.200000 0.429000 
0.215437 0.750405 0.000641 0.000655 1.023159 1.000000 0.000310 0.538462 0.002975 0.016381 0.200000 0.785000 
0.215630 0.750597 0.000192 0.000192 0.999391 1.000000 0.000310 0.538462 0.002975 0.016381 0.200000 1.000000 
0.217067 0.751887 0.001438 0.001290 0.897098 0.239949 0.000650 0.538462 0.002975 0.016381 0.200000 0.429000 
0.244880 0.776470 0.027813 0.024583 0.883866 0.239949 0.000310 1.000000 0.002975 0.016381 0.200000 0.429000 
0.245046 0.776617 0.000166 0.000146 0.882143 0.239949 0.000650 0.538462 0.002975 0.016381 0.200000 0.785000 
0.248257 0.779407 0.003210 0.002791 0.869345 0.239949 0.000310 1.000000 0.002975 0.016381 0.200000 0.785000 
0.263184 0.792363 0.014927 0.012955 0.867904 0.505936 0.000310 1.000000 0.002975 0.016381 0.200000 0.429000 
0.263233 0.792405 0.000050 0.000043 0.864419 0.239949 0.000650 0.538462 0.002975 0.016381 0.200000 1.000000 
0.264956 0.793876 0.001722 0.001471 0.853899 0.505936 0.000310 1.000000 0.002975 0.016381 0.200000 0.785000 
0.265915 0.794694 0.000959 0.000818 0.852126 0.239949 0.000310 1.000000 0.002975 0.016381 0.200000 1.000000 
0.266430 0.795125 0.000515 0.000431 0.837280 0.505936 0.000310 1.000000 0.002975 0.016381 0.200000 1.000000 
0.275843 0.802728 0.009413 0.007603 0.807705 1.000000 0.000310 1.000000 0.002975 0.016381 0.200000 0.429000 
0.276928 0.803591 0.001085 0.000863 0.795561 1.000000 0.000310 1.000000 0.002975 0.016381 0.200000 0.785000 
0.277252 0.803844 0.000324 0.000253 0.781117 1.000000 0.000310 1.000000 0.002975 0.016381 0.200000 1.000000 
0.279569 0.805543 0.002317 0.001699 0.733246 0.239949 0.000650 1.000000 0.002975 0.016381 0.200000 0.429000 
0.279835 0.805735 0.000267 0.000193 0.723224 0.239949 0.000650 1.000000 0.002975 0.016381 0.200000 0.785000 
0.279915 0.805792 0.000079 0.000056 0.711267 0.239949 0.000650 1.000000 0.002975 0.016381 0.200000 1.000000 
0.280946 0.806472 0.001032 0.000680 0.659005 0.505936 0.000650 0.538462 0.002975 0.016381 0.200000 0.429000 
0.281065 0.806549 0.000119 0.000077 0.650899 0.505936 0.000650 0.538462 0.002975 0.016381 0.200000 0.785000 
0.281100 0.806572 0.000035 0.000023 0.641198 0.505936 0.000650 0.538462 0.002975 0.016381 0.200000 1.000000 
0.298668 0.817754 0.017568 0.011182 0.636502 0.239949 0.001470 0.282051 0.002975 0.016381 0.200000 0.429000 
0.300687 0.819023 0.002019 0.001270 0.628937 0.239949 0.001470 0.282051 0.002975 0.016381 0.200000 0.785000 
0.301287 0.819395 0.000600 0.000372 0.619875 0.239949 0.001470 0.282051 0.002975 0.016381 0.200000 1.000000 
0.331616 0.837484 0.030329 0.018089 0.596411 0.239949 0.000310 0.282051 0.002975 0.016381 0.521000 0.429000 
0.335098 0.839537 0.003482 0.002054 0.589763 0.239949 0.000310 0.282051 0.002975 0.016381 0.521000 0.785000 
0.351279 0.849070 0.016182 0.009533 0.589100 0.505936 0.000310 0.282051 0.002975 0.016381 0.521000 0.429000 
0.353137 0.850152 0.001858 0.001082 0.582614 0.505936 0.000310 0.282051 0.002975 0.016381 0.521000 0.785000 
0.354171 0.850754 0.001034 0.000602 0.581788 0.239949 0.000310 0.282051 0.002975 0.016381 0.521000 1.000000 
0.354723 0.851071 0.000552 0.000317 0.574829 0.505936 0.000310 0.282051 0.002975 0.016381 0.521000 1.000000 
0.356304 0.851966 0.001582 0.000895 0.566080 0.505936 0.000650 1.000000 0.002975 0.016381 0.200000 0.429000 
0.366281 0.857560 0.009977 0.005594 0.560733 1.000000 0.000310 0.282051 0.002975 0.016381 0.521000 0.429000 
0.366463 0.857662 0.000181 0.000102 0.560089 0.505936 0.000650 1.000000 0.002975 0.016381 0.200000 0.785000 
0.367607 0.858297 0.001145 0.000635 0.554853 1.000000 0.000310 0.282051 0.002975 0.016381 0.521000 0.785000 
0.367661 0.858327 0.000054 0.000030 0.552891 0.505936 0.000650 1.000000 0.002975 0.016381 0.200000 1.000000 
